previous_consumption,people,temperature,day_of_week,is_holiday,food_demand
361,12,39,6,0,442.5923645118092
335,7,29,5,0,343.6944493877554
120,7,36,3,1,225.71218071942312
263,6,25,2,1,290.856769730371
31,5,15,5,0,121.25352409417175
258,10,35,6,0,327.66464890630675
68,8,21,2,1,230.7236831059578
61,5,34,2,1,201.14340564813492
185,9,22,6,1,292.52818757099874
101,9,24,3,0,216.21016776486726
448,1,19,3,1,312.4681557950079
310,6,23,6,0,275.7302475057275
177,7,39,2,0,236.8397242301732
235,3,39,5,0,240.9419864710187
177,7,15,1,1,228.71953479380275
481,11,16,0,1,434.57607399242585
153,11,33,3,0,310.0904415653977
86,7,28,6,1,230.74181687428035
355,14,34,1,0,438.1732676562428
26,13,24,3,1,290.5788048779255
455,11,23,2,0,446.978646232271
33,2,24,6,0,99.29657075847146
92,7,20,1,1,225.07049510429744
418,1,31,6,1,283.8923394588039
424,5,39,5,0,390.86474104699215
182,9,20,5,1,307.1494105618374
85,7,18,4,0,164.4841816293445
366,7,34,0,0,355.7648388321224
149,11,17,0,0,277.06581882251317
438,13,37,3,0,487.2132008814528
485,12,33,0,0,524.3612198362097
225,2,32,6,0,167.594966060775
295,8,38,6,0,313.97605118588183
485,3,18,4,0,277.52128321674564
275,8,22,5,1,333.0975210854045
285,3,31,1,1,290.38029876612825
44,10,19,1,0,217.23198068291006
469,7,27,5,0,387.71751406430997
300,2,39,2,0,266.1308058750396
272,4,15,5,1,250.07100970803884
329,11,27,1,0,398.31451365965285
308,6,18,3,0,302.1458851477122
183,11,36,4,0,309.87623935092915
114,9,38,5,1,292.24725077925973
289,5,28,2,1,302.9866922945496
340,13,17,3,1,457.5086655905926
129,9,19,5,0,221.23115887989087
355,5,21,3,0,316.453256231932
329,10,15,5,1,345.1788065920346
257,8,37,3,0,347.37091202195614
400,13,26,6,1,494.0376681875409
455,13,25,0,1,499.386849234202
406,1,38,3,0,312.3334742369437
444,7,22,6,0,360.9811892560684
409,4,39,0,0,324.0437410003513
44,5,20,1,0,171.12924911493616
160,6,36,0,1,261.17637690933077
136,5,16,3,1,218.5400479462747
411,12,33,4,1,503.6768283814341
424,1,34,4,1,341.1266403811786
471,12,34,1,1,525.485433417455
44,9,38,3,1,276.6035216012655
98,2,28,0,0,156.14906278868386
87,9,15,4,1,244.85443470025868
192,10,24,5,0,293.20715844210173
463,2,30,2,0,294.1211888659361
31,9,18,3,1,222.8625372474739
307,6,25,6,1,344.06676753915764
147,11,30,6,0,276.4855560067302
115,9,34,5,0,255.9188655571662
111,13,15,5,1,319.0074621359798
160,6,30,3,1,290.24731594742536
50,6,33,2,0,157.8286168490734
353,13,35,4,1,487.3690497766887
39,11,36,2,1,279.34426183038374
165,14,23,1,1,355.0273484713897
496,2,23,0,1,335.639834697706
335,8,23,0,1,350.3891492837812
466,3,31,5,0,349.98212883959843
409,7,26,4,1,386.9445744751207
179,5,39,2,1,286.7847493546342
368,3,27,5,0,260.5630231130373
62,1,22,3,0,103.93994205846298
273,8,30,5,1,355.17586810038017
149,3,32,3,1,183.34407110821618
79,2,15,3,0,129.62466470793774
170,1,15,1,1,166.79809859331442
486,4,26,1,1,400.3086145847019
306,13,20,3,1,441.1227149729128
24,8,23,4,0,197.36750332706958
486,13,37,1,1,539.4779516688368
437,3,19,1,1,346.00320266806807
285,14,30,0,0,376.29913754943965
364,1,32,5,1,298.87532484608084
149,4,31,0,1,261.1497001539125
401,9,32,4,1,415.59245069032477
286,13,15,1,1,416.3090704215473
197,1,33,6,0,214.95967704194044
272,12,36,1,0,401.7841373929815
434,14,22,2,1,521.5081345028398
75,11,17,4,1,235.11055093896363
482,2,39,6,1,360.3015183712231
476,9,19,5,1,469.5947053238014
490,2,37,5,0,368.2070030471394
102,13,22,6,0,299.920421270425
412,3,33,5,0,311.70776795530645
118,7,32,6,1,263.69242095074145
168,3,32,4,1,257.76293516652277
348,9,35,6,1,406.9619525644914
175,6,15,6,0,221.48502177657528
209,3,29,2,0,220.95959920939384
390,9,32,2,0,380.6829815463269
282,1,39,0,0,222.2263071299153
99,10,21,4,0,272.0402652245198
419,3,30,4,1,355.9025989103569
271,1,30,2,1,226.89314761800253
116,2,29,3,1,169.77441432240929
279,12,20,3,0,339.78824358656885
279,8,23,0,1,356.8300331836208
122,7,21,3,1,232.9646634585926
59,2,28,3,0,110.73108665700876
292,2,25,3,0,242.81837273060873
120,9,35,1,0,231.41146761230573
378,13,30,0,1,473.2619431854247
399,13,39,2,0,472.2819760580124
327,6,20,3,1,317.7878296522191
240,5,36,5,1,286.009244028441
327,10,30,6,0,359.2988188675898
439,6,34,1,1,413.14900978530477
143,9,30,3,0,246.29827082280914
441,11,26,6,0,440.72369844503714
250,7,31,6,1,310.94190123258403
197,10,19,1,1,306.77188960349173
82,10,39,0,1,302.93982312233584
135,14,27,5,0,321.54818510711607
210,9,22,5,1,339.3408932505854
81,4,38,5,0,173.69867947444718
275,2,19,3,0,226.43296721683558
26,12,26,1,1,259.76144311891437
174,8,23,5,1,267.31797252996785
111,4,17,6,1,146.2388897023896
489,13,17,6,1,493.65684850415926
33,9,15,4,0,176.84788194021485
474,4,39,4,1,406.54056041691746
248,8,36,1,0,329.94701489276133
105,9,32,3,1,293.99590778939006
152,13,38,3,1,399.7128253534961
202,9,26,0,1,300.25397265927603
405,10,23,0,0,399.1164840885513
81,4,23,5,1,156.49664897102508
238,1,32,2,0,206.28468838603058
424,3,32,6,1,387.0851027415579
265,9,21,0,1,315.57143589797585
249,4,18,3,0,234.2509542924245
98,5,27,6,0,198.97281418241286
168,7,31,2,1,263.1454405792544
157,5,38,0,1,268.2265638980644
490,4,16,1,0,329.8013365703827
333,2,28,4,1,280.0766821439399
395,2,17,0,0,253.63896208242505
442,13,19,0,1,479.5024924409487
408,13,28,1,0,478.11059552714914
84,4,17,3,0,134.4171772150833
32,10,37,5,0,227.96661645785116
232,13,21,1,0,354.3799512232497
493,10,32,5,0,418.0573317465106
261,13,27,0,1,393.1620782364372
232,9,37,3,1,379.971822724987
200,8,36,2,1,319.0930937102452
357,3,24,0,1,291.939319747365
192,14,39,1,1,417.4593961591165
179,9,27,2,1,323.2323986580114
183,14,30,4,1,418.074828601985
484,5,23,2,1,383.9794776276919
207,11,16,1,1,321.93961488582596
414,3,37,6,0,321.5365551805426
210,5,19,2,0,238.58321654939255
424,13,36,1,1,510.1408336935792
327,10,31,6,0,418.8175948278238
275,13,37,0,1,433.27983667610596
202,4,36,6,0,268.26971214835487
136,8,18,3,0,206.13938996182964
301,13,31,4,0,379.703058678855
215,12,23,6,1,361.4714221363969
53,5,34,3,1,222.28773861032323
71,10,16,3,1,237.96041221354525
131,12,38,3,1,339.1692614574349
271,8,32,6,0,340.0002939222991
101,9,35,1,1,299.60199473809473
251,4,36,1,0,241.6516969660024
246,7,25,4,1,290.9822739994442
252,2,27,1,0,226.58584222683763
240,6,22,5,0,221.36258833734036
455,8,15,1,0,399.0904703210034
432,12,31,1,0,471.8365758262347
441,7,26,1,1,361.8817578358432
61,7,18,0,1,201.81136549625208
40,8,35,4,0,170.4226367971981
61,7,27,5,1,195.3982166727249
416,5,23,1,1,348.9405797818674
132,7,21,4,0,187.6442287147669
124,13,37,2,1,405.3632181088845
211,14,38,0,1,438.78116107228357
36,10,19,6,1,263.3487808632612
139,3,19,1,0,149.69426983303634
412,5,31,5,1,373.6093481360801
444,7,23,0,0,404.6145408479703
148,9,20,5,0,257.67464788056037
149,2,39,6,0,194.74483602895552
79,4,33,6,1,177.27640829712803
67,12,30,0,1,285.1837639164895
48,7,35,2,1,234.22079965173813
116,1,16,4,0,112.45938674419148
29,13,24,0,1,267.5581775146931
261,2,30,3,0,227.66913932455708
333,9,19,6,1,345.06660795513574
463,13,29,2,0,484.77660399447393
251,10,27,6,1,330.7502540898566
296,7,27,3,1,363.559811763679
303,12,27,2,1,409.2755576273044
222,10,29,6,0,305.12862980963945
266,7,28,3,0,271.08523433895897
309,6,22,3,1,293.6602928010368
283,3,25,6,0,245.2282047737475
462,10,32,6,0,465.0760377927107
233,3,38,5,0,255.57465568596822
219,2,18,0,1,233.43183125044496
452,11,24,0,1,503.9636091613852
98,6,15,2,1,218.15853730672475
420,4,19,4,0,297.94214282473337
463,5,27,6,1,393.88962094841224
362,3,15,5,0,210.86069231046608
363,6,37,0,0,358.2516027556362
192,11,22,0,1,337.98531020786595
486,12,17,5,1,518.9045609180689
88,3,17,1,1,138.1328147674877
435,14,21,5,0,479.8103126803019
447,14,18,0,0,449.43311872507826
468,8,17,4,1,415.7993315148058
106,9,29,1,0,213.2946822802026
120,4,22,3,1,221.12092693262883
27,9,17,5,1,233.55298777295522
352,12,21,3,1,418.5463122312602
219,7,32,1,1,313.73670641143076
106,3,25,1,1,178.76971056681853
62,7,25,1,1,203.75212430557372
404,14,31,2,0,476.46387322729595
128,1,20,5,0,110.14456886627607
454,3,22,6,1,365.6067734043553
427,6,15,4,1,359.28383350987576
171,4,24,4,0,241.31070954291718
36,7,39,3,0,199.44304436911352
152,14,33,3,1,384.2554149017014
167,3,17,6,1,203.06317043423365
296,1,18,3,0,215.74102008471044
251,9,25,5,1,342.05948923637465
333,6,29,0,0,324.62758997389324
434,8,15,3,1,400.65607928340256
385,3,23,1,0,267.92834708507684
247,8,25,3,1,302.5369940043973
158,2,33,1,1,218.9849524430412
455,12,27,2,1,521.8446205002049
418,4,30,0,0,296.3809357341539
230,3,18,0,1,197.30875243064204
410,10,15,6,0,356.11557359486517
47,1,34,5,0,122.00289101222862
70,13,27,5,0,301.17205913248995
461,13,15,4,0,435.9732136149046
280,7,19,2,1,357.11572705354797
280,11,19,6,1,365.30066942383104
369,10,28,5,1,449.2128944019844
371,2,37,1,0,305.67081516644384
27,4,28,2,1,140.3379837267561
339,9,22,0,0,340.13934610629724
157,6,18,1,0,187.0516569476124
57,8,21,6,0,163.61361404786823
130,2,34,6,1,187.93557446766812
499,7,33,2,0,396.5279969607412
387,6,29,0,1,368.00105278008215
239,13,36,5,1,455.1591338150532
356,14,18,1,1,467.9337631590778
242,9,33,1,0,310.85740222803184
155,7,23,0,1,245.7255335894717
275,1,35,1,0,214.4775938765818
379,14,27,5,0,494.92265187521537
428,8,28,5,0,368.2329109785399
348,11,37,5,0,412.96461954281517
469,10,28,0,1,479.80725847463657
482,3,36,3,1,412.30977443249566
453,14,24,3,1,507.846584029744
470,2,30,6,1,335.74648611821027
68,12,19,6,0,257.7900144493426
311,3,37,1,0,300.79327461950754
401,11,20,5,0,400.04233394480747
343,6,16,1,0,276.71164378680567
97,13,27,0,1,329.7041375846825
124,14,27,1,1,323.52825828730323
188,3,33,4,0,200.6268228549647
236,10,32,3,0,355.56051366384577
397,5,33,1,0,356.99693654239314
138,6,15,1,0,186.1227145221716
209,8,22,2,1,331.68658786229133
274,7,36,1,0,352.19749735817993
389,14,30,4,1,507.78172457540444
285,11,16,3,1,340.14457318689483
168,8,22,2,0,210.40176589255998
183,3,20,0,0,204.16980328875044
159,4,30,6,1,234.39455836320033
366,6,37,0,1,409.71108356697795
277,11,25,3,0,326.72634516908994
393,7,31,6,1,390.27629523561365
288,9,37,0,0,373.5838118040716
200,13,33,4,0,346.4042502502295
179,1,25,1,1,204.7957011931504
370,13,22,3,1,451.54440945441326
419,8,36,6,0,402.0612161276782
307,8,18,2,0,285.82734206771005
307,6,25,1,1,328.5277207771503
399,4,22,0,1,377.35579364528746
245,3,23,0,1,251.26043610597262
30,11,16,2,1,226.16551452221807
29,3,30,4,0,147.41083160156103
290,6,20,2,0,259.7685694581414
292,13,35,3,0,445.422064782774
443,8,35,2,1,416.0008174323571
421,7,33,0,1,416.9541681458256
202,11,22,4,0,340.52624991372295
476,1,28,4,1,321.6636174281171
172,11,38,5,1,358.66320166798596
334,6,30,2,1,370.14578484708073
353,7,26,3,1,318.3895805533662
143,12,19,0,1,338.0376750110995
492,7,38,1,1,455.2414701816572
133,9,38,4,0,306.3390830712487
297,11,33,2,0,362.95005428907297
433,11,32,5,0,417.7644827461685
487,10,23,3,0,428.63927010140713
232,5,16,3,1,241.7216706077158
191,1,39,6,0,184.37028047067872
307,2,34,0,0,242.12840580899368
454,4,26,4,0,298.84202852471867
193,5,16,0,0,201.6008726099376
132,9,24,5,1,283.6359341904926
395,11,15,1,1,418.6351511508207
424,1,18,1,0,268.73656490003754
141,3,39,1,0,195.1989615673326
51,5,26,3,1,154.8601289765049
241,3,23,4,1,235.48294502074918
138,4,18,0,0,167.27799837806367
58,14,23,0,1,310.25658737748137
287,3,20,5,1,228.64419758742778
252,4,15,1,0,240.46225890136606
450,14,24,4,1,493.55688693210317
37,13,28,4,0,244.65606810756202
168,13,36,5,0,351.8163713277887
416,1,39,2,1,324.6848632556162
168,12,32,4,1,370.02883187221215
145,8,20,4,1,279.9530787125909
411,4,32,0,1,373.911297035761
321,7,34,5,1,363.46433979495146
379,2,30,4,1,320.5659484880266
257,2,29,4,0,185.29973809403833
154,6,30,0,1,278.88721714561564
170,14,22,4,0,330.9034071784334
255,2,27,0,1,280.8987582412983
243,6,37,2,1,337.9959995395578
222,11,25,3,1,352.0542883398112
275,2,39,6,1,275.92821256808577
105,4,21,0,1,208.18123228816964
169,7,31,0,0,206.29762340261158
254,8,32,4,0,307.7953843306896
364,3,36,0,0,333.0284748088074
41,14,37,5,1,351.39707180050084
367,13,33,1,1,457.74572250255886
304,9,39,1,1,401.28949222241494
288,2,27,2,0,208.46613609054418
485,8,29,0,0,413.6706625427672
277,8,37,5,1,369.17675238154726
48,13,36,4,0,301.1965036321464
232,14,36,4,1,442.58837448423066
482,4,15,6,1,385.6757455391921
455,1,30,3,0,278.62547511448486
302,13,19,2,0,384.4804205549969
69,1,17,5,0,66.4930580405154
114,2,37,5,0,153.0228720577821
482,14,24,6,1,513.9112478039248
426,12,33,6,1,498.98806973235395
107,14,19,4,0,322.5603841987989
63,9,21,3,0,230.64028447964813
480,13,28,4,0,468.8965383796189
297,2,17,3,0,210.03403907162004
190,2,27,1,1,186.34196214516334
440,6,27,5,1,370.6754354400928
208,7,24,6,1,273.76537251455846
372,13,16,1,1,449.8659538184831
203,7,20,4,1,286.8783008569129
22,13,22,2,1,293.0845901299348
210,9,18,0,1,317.8471681560895
137,6,39,2,0,219.5429805261847
38,14,26,2,1,334.65518038439046
42,8,29,0,0,215.06560071943483
432,11,22,5,0,416.74619680638244
49,6,21,1,0,149.0016065589885
314,2,28,1,1,259.84916832273467
127,1,37,5,1,156.66313464978379
386,5,33,0,1,377.32049711089877
300,14,28,3,1,462.4412356861203
147,9,36,2,0,261.9789507624147
248,8,27,4,1,303.3628257785605
130,14,35,1,0,326.2692642594738
155,13,15,5,1,334.7048926423836
381,4,33,4,1,318.86045250654684
205,5,15,6,0,230.05619959914497
163,13,18,0,0,333.8591548851659
91,5,24,4,0,176.98689887722804
148,6,17,4,1,244.19471499589588
383,3,34,2,1,335.6751077587817
280,5,23,0,0,270.3030798965384
22,2,17,4,1,78.99635513380585
468,10,20,1,0,451.80958954409294
407,1,20,0,1,278.7529412157988
123,11,37,1,0,297.9239834242149
243,1,39,5,0,264.2440153478468
339,10,26,5,1,397.0998510178825
381,7,37,6,0,384.2880363004641
373,2,15,3,1,286.79064932683616
492,4,30,5,1,369.3436273932124
29,5,38,4,0,145.50513896709586
424,7,19,0,0,395.7177728700151
403,2,23,5,1,319.0832588502287
321,14,24,1,1,448.16249988551294
250,6,27,4,0,258.2870385494455
238,1,29,5,0,198.4015512435414
430,7,26,2,0,380.3029546585967
85,9,19,1,1,250.03043080483337
444,5,19,6,1,386.37921161969336
131,5,32,6,1,217.1628283566393
32,4,26,6,0,107.98597126440902
412,3,17,1,0,305.8614098394072
439,9,39,6,1,504.7537477428782
105,5,21,3,1,216.35184885377632
253,8,31,2,0,334.45507423574486
109,9,33,3,1,284.00318727746816
333,5,32,5,0,310.8223004972429
73,10,15,2,0,221.55312691397847
31,9,39,1,0,227.3914670449107
228,2,38,3,1,278.2259373191928
481,9,19,4,1,465.81694549873293
33,11,16,2,0,205.51531561405798
140,4,15,1,0,127.08845882134514
437,6,21,0,1,379.22851445589464
456,6,25,2,0,344.90695630192835
396,6,25,2,1,368.47350112660536
39,2,32,5,1,121.98268149022067
94,7,31,4,1,269.130332720114
419,13,16,5,0,450.1884544008745
262,6,21,6,0,276.2026315890168
242,11,21,2,0,349.44371674860537
89,14,24,2,0,310.322144884818
331,1,36,6,1,293.4360357667718
230,2,35,4,0,243.69397465922776
120,7,17,4,1,226.30969744353436
205,1,26,3,0,181.60230669077887
151,1,17,1,0,103.43722980200849
130,1,25,1,0,131.5855383087354
400,8,26,3,0,417.1856744054644
151,4,39,1,0,229.79650759576222
39,4,18,2,1,143.78011368709375
413,13,39,3,0,484.7908123147234
43,2,30,3,0,111.08003487331447
246,11,34,1,0,360.63401239556714
173,11,32,0,0,307.51986299542716
312,11,18,1,0,366.8974240040325
249,1,36,5,1,252.1061987249592
488,12,20,0,0,464.1327602076221
329,10,35,3,1,417.30118612232496
378,9,29,0,0,388.81535351454875
424,7,15,2,1,366.4551394452877
221,4,17,4,0,214.2054066869641
57,12,19,0,0,262.10315434513325
449,6,36,5,1,445.79732213009635
279,14,31,4,0,417.8674490011726
207,2,28,2,1,208.38728223647968
76,7,23,5,0,186.94125483041802
448,2,17,6,1,295.14071892162883
39,10,27,4,1,268.0470516453772
292,8,17,6,1,288.8054954624294
138,8,25,2,0,259.4931038056887
90,1,16,4,1,144.9064853139779
23,13,38,4,0,223.88749455045016
240,8,29,1,1,353.50561986436264
33,2,27,5,1,151.0457233947937
22,6,33,5,1,191.19896433431566
235,13,36,0,0,360.6636861802738
248,1,30,6,0,182.24481800275632
355,5,32,6,0,301.3296440723441
205,11,21,5,1,365.82111920419254
74,7,27,5,0,187.01919614535038
407,13,18,4,0,452.6064619215057
395,10,23,6,1,421.0187864412742
273,1,24,3,1,230.60151276629423
43,2,23,1,0,66.07208811034052
181,7,21,0,0,214.55859708617493
177,6,29,1,0,262.3619504248218
101,3,22,0,1,166.38554957065315
422,14,33,2,1,523.0131889777193
178,10,25,4,1,355.1271431874511
207,2,19,5,1,198.9474764269903
79,10,16,5,1,247.81508042291904
422,4,24,3,0,343.12171774799515
324,3,30,6,0,267.24699379971435
338,7,37,6,0,354.40014053855947
385,8,27,1,1,416.43632579077644
230,2,22,1,1,219.0022928754072
425,10,23,1,0,424.25176946722235
171,7,25,6,0,238.18307455303494
128,8,25,5,0,253.62278307143367
95,6,37,6,1,249.92654139031202
49,6,30,1,1,199.99192012522238
333,10,24,4,1,395.9849916450173
136,1,38,0,1,140.11335038915473
434,4,26,5,1,382.87547316527167
375,14,39,4,0,450.4073103003226
211,1,20,2,0,139.11764678602358
38,4,26,4,1,152.23962876413825
451,2,24,4,1,297.64098845431613
192,11,32,2,0,334.35232559888493
247,13,32,4,1,419.72028009362515
369,5,18,0,1,315.76921930887374
202,10,23,5,0,283.43920273698853
132,14,21,3,1,334.1320692613132
202,9,32,6,1,342.29596820720104
165,11,22,2,0,259.62548288089795
338,12,25,5,1,420.82001641546805
135,10,21,1,1,258.9114455993462
132,3,23,0,0,172.37488909223245
270,8,22,3,0,292.2755517158094
495,3,17,0,1,367.43498707928245
270,6,31,0,0,311.99075278705374
322,4,16,1,0,278.32854075253783
478,8,29,3,1,426.55797412071723
332,11,28,6,0,393.1891999200691
137,6,32,0,1,274.92788039940604
320,8,30,1,0,353.9295292833596
180,1,34,2,0,188.90660543577104
420,6,36,1,1,366.33353029622845
217,1,18,4,1,203.12293929130988
279,1,39,5,1,246.6413740726233
167,8,34,1,0,284.79372100524336
259,7,20,1,1,317.35615977685944
66,3,20,1,1,159.7983446568733
494,6,25,6,0,384.7870170313833
418,9,31,0,0,432.32182720485486
217,7,38,6,0,299.7061601252687
66,12,17,3,1,283.4303189245511
97,3,27,1,0,128.81178297923444
143,14,36,1,0,361.42182009719545
94,14,17,4,1,360.5742136847604
378,13,30,4,0,416.1963502921743
156,6,29,2,0,240.60212195999
109,11,25,2,1,316.6247863919788
419,4,32,4,0,368.01038809128994
344,14,29,3,1,484.5148015054057
80,13,19,2,1,303.21357726470023
157,3,30,5,1,221.9522314662825
69,9,30,5,1,254.13888463145895
278,10,31,3,1,405.38515978193294
480,2,23,4,0,285.0204067666158
126,1,37,2,1,172.24257650367662
132,14,17,1,1,348.9231147592453
369,2,34,4,1,335.9186155719083
273,7,27,2,1,325.2243317602654
137,10,36,3,0,274.85325057867163
217,1,17,5,0,153.2825449362114
356,6,21,3,0,302.6607681094366
384,14,20,2,1,465.5804966120162
70,7,23,3,0,177.29642454602433
264,9,26,2,0,310.3051387361535
422,14,29,2,1,474.68121854895537
445,8,35,3,1,448.5030748305395
54,6,34,0,0,198.49467110617547
321,3,17,1,0,269.467899148377
429,8,24,4,0,399.70801913511104
88,7,15,5,0,195.18720144021003
368,3,33,1,1,330.9202410627629
339,9,33,4,1,365.2489562791672
440,12,37,4,1,509.60282243457766
487,2,37,5,1,379.7475336325579
68,3,27,1,1,183.59746681025163
424,2,26,5,0,305.34957268274553
93,13,15,2,1,298.9025471376522
211,1,33,5,1,255.66304453825427
280,4,38,3,0,292.96912912940127
375,5,30,0,1,359.2972926656941
89,13,39,0,0,326.60627575660675
109,6,37,0,1,249.72364414288492
279,5,37,1,1,318.83008910622254
145,1,29,1,1,132.09561999395788
250,3,30,2,0,211.69832498778266
314,1,25,6,1,241.18145542810262
438,11,38,0,0,469.01268679853615
148,5,20,2,1,185.96633023018006
299,5,25,6,1,294.07665265983707
332,12,17,0,0,367.0136398976717
119,11,29,1,0,284.83509635676967
345,13,15,6,1,436.5624621742097
316,6,21,3,0,277.08375094484
201,8,15,3,1,269.02129174634433
193,10,31,3,1,324.8940832988141
335,12,23,5,0,385.697436180531
383,1,37,3,0,279.4770873635673
207,4,27,4,0,243.80250670450198
76,10,25,0,1,247.75012059592774
50,11,34,3,0,293.01682143300053
103,1,20,6,1,111.82364396451945
171,9,15,4,0,269.59284244212824
492,11,21,4,0,443.4840811058279
55,7,26,4,0,166.28083649113444
232,7,36,2,0,319.33759676936967
433,12,34,6,0,466.13505492928977
427,5,37,2,1,393.3697385720761
383,7,33,4,0,356.958482238881
125,12,31,5,0,292.8707488147915
433,2,18,3,1,308.9630827141664
361,14,17,0,1,389.96200750438834
239,13,15,6,1,337.42617536460637
410,4,32,5,1,366.8463643800907
182,14,35,1,0,394.6555474094417
458,14,29,2,0,524.2711308855146
239,7,22,3,1,279.3600302931947
289,3,15,3,0,223.35643100723865
139,2,34,1,1,153.63049789230013
413,10,28,1,1,435.4722106417042
355,2,18,6,0,259.97384477685534
419,13,19,3,0,442.1500530868979
201,1,37,1,1,212.86504415800124
498,5,27,3,0,377.73422104254706
125,12,38,5,1,374.1569510609204
236,6,29,6,1,291.10596686542857
224,6,20,1,1,273.45288426086614
89,9,15,5,1,269.88789193882684
63,4,37,5,0,160.93356217291105
348,1,33,1,1,252.2695364720047
320,6,27,6,1,361.3681603711735
247,5,20,3,1,288.8118961950221
203,10,29,4,0,265.1666896797298
126,6,30,3,1,240.3962962303566
103,3,38,0,1,202.05674630738292
357,2,37,1,0,309.8730157379983
269,6,30,2,1,314.2123663698079
382,13,24,6,1,467.3183634219208
460,1,36,1,1,350.9397209997882
40,7,23,0,1,191.67819191529782
215,7,23,5,0,284.44460707023575
197,10,31,2,0,294.65464028072574
436,13,31,2,0,465.29103732039647
494,7,31,3,1,443.8812714706239
26,12,38,4,0,242.23894198930162
89,11,26,3,0,296.8081842694636
146,10,27,6,1,306.9828880085992
418,1,26,2,0,292.49214583844054
485,4,28,2,0,339.350262835108
179,13,24,4,0,346.73468735999626
267,7,37,6,1,358.4318860544588
222,11,33,1,1,390.81738476546593
167,9,16,4,0,288.59999680820493
491,5,18,5,0,345.33526132831696
162,13,33,3,1,368.26704124516823
451,2,21,1,1,310.5950199268587
218,7,29,3,1,300.0754354303362
424,10,29,4,1,463.282337074889
445,1,38,1,0,325.70472012009327
173,7,20,4,1,294.31504516545516
395,6,17,5,0,331.3039428369257
403,7,20,0,1,376.5112371093842
161,14,30,2,1,358.6650114155133
332,13,16,6,1,440.3264072964753
184,10,21,1,1,310.8700721885662
333,3,25,2,0,279.28083543468733
40,3,21,0,0,98.50456731766347
101,7,18,1,0,215.51415502367374
88,13,38,2,1,352.72633935916974
150,2,34,2,0,192.84504251510606
106,1,21,1,1,147.7162540641728
237,9,18,2,1,300.99327257122945
440,9,26,2,0,399.69245128286684
491,7,19,1,1,392.8916839316682
324,7,37,6,1,374.69291713986513
422,3,33,2,0,292.7473209420195
390,10,19,2,1,418.87752423700294
364,2,33,6,1,235.60925660063177
360,11,35,3,0,431.19866030233544
403,7,17,5,0,318.4266145806562
415,9,25,3,1,403.4216771600816
464,1,21,0,0,316.4374517299141
444,13,31,3,1,515.3956708111934
180,14,39,3,0,394.92670435991766
197,4,23,0,1,214.39330188280496
136,6,35,2,0,247.23791797380477
215,7,23,2,0,255.75072460521974
402,10,24,3,1,431.35247968149685
346,7,27,0,0,361.80593783338594
105,10,29,2,0,237.24209367504398
308,2,36,4,1,304.26071969292525
100,14,19,1,0,305.70820353864093
171,4,17,1,0,175.23819196132678
80,5,22,5,0,137.1172920159259
80,14,34,1,1,343.5136307021892
373,12,24,3,0,398.1329507582986
47,1,27,1,1,146.2370758100975
461,1,17,1,1,311.3351665351104
62,10,36,4,0,239.46059417877404
188,3,22,2,1,184.2479492777689
442,10,23,4,1,437.73907479949895
105,3,36,3,1,224.2247024785308
196,12,35,1,1,380.2286466544862
36,8,26,6,0,186.39617620672198
117,9,25,2,0,277.47376307567185
473,14,16,5,0,470.20907771424424
217,11,32,5,1,351.3336092280495
117,12,23,1,1,322.5817922843383
84,1,16,1,0,97.39130631976606
349,14,16,5,1,434.76422385057845
360,11,17,5,0,363.04669261905116
24,2,30,6,1,160.94140603469427
21,10,33,3,0,217.8402818237361
41,2,18,1,0,57.462527662536615
131,4,37,5,0,203.35739352996262
76,2,39,6,1,193.8918296513846
85,7,32,0,0,207.6878292848156
349,13,34,5,1,478.24254417474606
117,9,39,2,1,280.55328211326844
163,7,32,2,0,263.0651893577482
387,12,24,0,0,402.39569059007454
454,6,25,3,1,403.1034636625789
144,10,31,1,1,329.3533897752873
186,1,38,1,0,185.97407936830675
105,11,39,5,0,270.79104335754295
95,10,37,2,1,277.65843470848364
363,9,38,3,0,424.3624211302007
443,5,34,3,0,349.1371721301362
313,11,30,3,0,396.80247947887415
463,5,34,5,0,376.86751770664773
78,6,27,1,1,192.91918277959545
157,9,16,3,1,264.84484921077564
118,13,38,5,0,363.9966602752757
211,8,16,5,0,327.29295218819743
262,8,39,0,1,352.65375334228
338,14,28,4,1,457.272435191256
68,8,18,3,1,187.23408171595213
467,1,31,4,1,307.50169215944493
51,1,27,1,1,107.3549619909812
410,8,18,5,0,352.0999303492453
296,5,17,6,0,256.49116369042235
39,9,26,3,1,250.30267553444878
173,2,36,6,1,222.9175245217305
402,9,37,2,0,424.1341694040462
87,12,22,1,1,285.22102281199517
385,14,16,0,1,463.0841514963056
391,8,20,0,0,348.21800179680594
233,9,36,4,0,298.16558595736853
162,4,24,5,0,149.51976089908035
395,1,26,4,0,251.11714498665333
251,1,35,2,1,190.88050865396798
232,5,24,2,0,216.3424626430518
98,2,24,0,1,167.90338922444488
233,14,37,6,1,434.10324293132965
135,8,17,3,1,251.92808090801617
111,10,34,0,1,327.1105258246344
289,11,24,0,0,342.930519682305
430,5,23,6,1,379.6390776261964
400,5,34,6,1,356.8577331687585
187,2,33,2,1,225.04906515311842
77,7,28,6,0,202.57097108520344
303,13,16,4,0,382.6503927543224
45,8,19,2,0,172.76590917449113
388,10,34,6,0,418.3864377214587
